permit_month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Mariana Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2017-09,16717.0,209.0,5069.0,2935.0,57839.0,4356.0,4343.0,275.0,1.0,10784.0,12074.0,0.0,946.0,5162.0,15712.0,18241.0,5847.0,1567.0,378384.0,1827.0,783.0,0.0,2424.0,7160.0,16571.0,25645.0,1362.0,791.0,1076.0,3036.0,1952.0,2795.0,0.0,847.0,2933.0,19292.0,486.0,8741.0,0.0,3774.0,23144.0,0.0,0.0,9380.0,562.0,16887.0,31390.0,12094.0,0.0,1.0,585.0,11451.0,1668.0,12224.0,280.0
2017-08,19733.0,247.0,6733.0,3313.0,59528.0,5219.0,5896.0,288.0,19.0,18362.0,15046.0,0.0,1077.0,4736.0,17053.0,15664.0,6094.0,1642.0,376016.0,2450.0,1109.0,0.0,2629.0,8288.0,18347.0,28449.0,1703.0,897.0,1230.0,3180.0,1788.0,2065.0,0.0,1183.0,2952.0,23051.0,444.0,10264.0,0.0,3993.0,24329.0,0.0,0.0,12255.0,737.0,14548.0,22971.0,15013.0,0.0,81.0,2220.0,12068.0,2028.0,12647.0,408.0
2017-07,18042.0,222.0,5606.0,2564.0,52610.0,4392.0,6387.0,305.0,19.0,16978.0,14623.0,0.0,1107.0,4539.0,13652.0,19386.0,5099.0,3667.0,374603.0,1930.0,390.0,0.0,2025.0,6185.0,15464.0,27018.0,1506.0,716.0,1043.0,2656.0,1805.0,1451.0,0.0,1009.0,2315.0,20102.0,496.0,9440.0,0.0,3998.0,23669.0,0.0,0.0,11585.0,1138.0,19766.0,19006.0,11902.0,0.0,103.0,1139.0,10910.0,1798.0,10275.0,279.0
2017-06,19508.0,242.0,6505.0,3033.0,60142.0,4920.0,8290.0,533.0,17.0,18831.0,15591.0,0.0,1082.0,11559.0,14883.0,19163.0,5638.0,2400.0,373842.0,2011.0,567.0,0.0,2477.0,7347.0,17225.0,29559.0,1783.0,730.0,1518.0,2799.0,2895.0,1659.0,0.0,1140.0,2602.0,23048.0,1159.0,11147.0,0.0,4087.0,22674.0,0.0,0.0,13761.0,1266.0,16722.0,23877.0,14721.0,0.0,126.0,728.0,12964.0,1889.0,11645.0,350.0
2017-05,18538.0,247.0,6628.0,4137.0,58722.0,5408.0,8101.0,863.0,10.0,19014.0,14860.0,0.0,1114.0,4933.0,14857.0,24235.0,6872.0,1933.0,374078.0,1574.0,751.0,0.0,2378.0,8372.0,20040.0,38515.0,1743.0,685.0,1460.0,3517.0,2017.0,1503.0,0.0,1183.0,3224.0,24726.0,1017.0,13712.0,0.0,3978.0,24962.0,0.0,0.0,14550.0,1331.0,23584.0,24168.0,16351.0,0.0,55.0,1148.0,14176.0,2141.0,13117.0,435.0
2017-04,17958.0,289.0,7385.0,3158.0,58147.0,5576.0,7557.0,689.0,35.0,22072.0,14464.0,0.0,885.0,6062.0,15405.0,27978.0,9542.0,3189.0,372852.0,2387.0,557.0,0.0,3126.0,7867.0,19168.0,44204.0,1758.0,815.0,1494.0,3869.0,2016.0,1706.0,0.0,1350.0,2879.0,24568.0,1434.0,14485.0,0.0,1830.0,24949.0,0.0,0.0,12113.0,1191.0,22073.0,21593.0,14872.0,0.0,81.0,1074.0,13564.0,2267.0,14511.0,382.0
2017-03,27666.0,362.0,9556.0,4775.0,65892.0,7030.0,8575.0,835.0,24.0,26986.0,23394.0,0.0,1086.0,5620.0,911.0,33324.0,16295.0,2492.0,370113.0,2963.0,949.0,0.0,4056.0,9541.0,25819.0,48301.0,2558.0,1253.0,2182.0,5011.0,3754.0,2480.0,0.0,1467.0,3138.0,34178.0,1614.0,17130.0,0.0,1638.0,32238.0,0.0,0.0,19015.0,1773.0,27766.0,33412.0,17259.0,0.0,64.0,529.0,16813.0,2951.0,20393.0,534.0
2017-02,23900.0,137.0,7938.0,3220.0,56533.0,6447.0,6436.0,692.0,25.0,23617.0,18666.0,0.0,1035.0,5342.0,11166.0,92422.0,12039.0,3179.0,283492.0,3184.0,696.0,0.0,3812.0,8255.0,21600.0,38315.0,1966.0,1001.0,1911.0,4867.0,2158.0,2855.0,0.0,1230.0,2794.0,29573.0,1764.0,12784.0,0.0,972.0,27792.0,0.0,0.0,17148.0,1662.0,19252.0,23960.0,14815.0,0.0,72.0,838.0,13432.0,2274.0,18733.0,330.0
2017-01,25093.0,185.0,8117.0,2512.0,62397.0,5619.0,6706.0,736.0,6.0,21675.0,20369.0,0.0,864.0,4469.0,23670.0,45206.0,12527.0,2643.0,325954.0,5210.0,692.0,0.0,3214.0,10394.0,20253.0,66895.0,1914.0,975.0,1859.0,4237.0,2518.0,3583.0,0.0,980.0,3479.0,29898.0,1315.0,11790.0,0.0,1097.0,30105.0,0.0,0.0,13868.0,1695.0,45857.0,28501.0,11312.0,0.0,61.0,846.0,14089.0,2063.0,24323.0,449.0
2016-12,26996.0,254.0,8900.0,3294.0,61808.0,5333.0,6527.0,320.0,4.0,24096.0,16891.0,0.0,1139.0,3292.0,17509.0,40729.0,12486.0,1368.0,358510.0,6268.0,442.0,0.0,3687.0,8192.0,17469.0,32841.0,1771.0,1167.0,1408.0,4704.0,2216.0,3160.0,0.0,1079.0,2469.0,29463.0,1189.0,11781.0,0.0,777.0,28180.0,0.0,0.0,9634.0,1238.0,5124.0,24494.0,12544.0,0.0,47.0,1145.0,14178.0,1465.0,24129.0,437.0
2016-11,22628.0,254.0,8398.0,2755.0,53278.0,7129.0,6766.0,261.0,1.0,25377.0,19019.0,0.0,1347.0,1660.0,26250.0,40805.0,12788.0,2459.0,297507.0,2928.0,533.0,0.0,2214.0,9009.0,20528.0,32676.0,2052.0,1504.0,1621.0,5008.0,2595.0,3814.0,0.0,1019.0,3702.0,29034.0,720.0,12670.0,0.0,831.0,30800.0,0.0,0.0,12216.0,1501.0,17474.0,23199.0,13500.0,0.0,54.0,695.0,13926.0,1786.0,26474.0,393.0
2016-10,22979.0,336.0,8072.0,4005.0,60578.0,4751.0,6827.0,1317.0,0.0,23891.0,17189.0,0.0,1268.0,2895.0,20563.0,30950.0,10955.0,2283.0,354387.0,3103.0,567.0,0.0,2866.0,8761.0,18470.0,38403.0,2004.0,1921.0,1523.0,4705.0,1726.0,4062.0,0.0,883.0,3941.0,26407.0,676.0,12693.0,0.0,787.0,29248.0,0.0,0.0,11817.0,1629.0,12980.0,34700.0,13883.0,0.0,37.0,816.0,15570.0,1937.0,28980.0,534.0
2016-09,22014.0,306.0,8641.0,3300.0,62196.0,5593.0,6953.0,291.0,0.0,24431.0,14745.0,0.0,1237.0,2726.0,17365.0,30423.0,9095.0,1748.0,276744.0,2914.0,660.0,0.0,2659.0,8095.0,15152.0,30783.0,2554.0,2907.0,1355.0,3682.0,2386.0,4131.0,0.0,927.0,4362.0,25994.0,819.0,11166.0,0.0,114.0,26936.0,0.0,0.0,10337.0,1335.0,11512.0,29142.0,11262.0,0.0,42.0,804.0,12021.0,1686.0,30268.0,699.0
2016-08,22987.0,183.0,8752.0,5990.0,75535.0,6238.0,13217.0,705.0,2.0,31652.0,18136.0,0.0,1298.0,2919.0,17735.0,44252.0,9861.0,1581.0,9579.0,3231.0,615.0,0.0,2761.0,8977.0,16743.0,28620.0,2524.0,5318.0,1483.0,4257.0,2256.0,3629.0,0.0,1141.0,4135.0,28076.0,1216.0,13656.0,0.0,71.0,27897.0,0.0,0.0,13000.0,1259.0,18828.0,25803.0,13405.0,0.0,55.0,776.0,14063.0,1948.0,25551.0,906.0
2016-07,27765.0,215.0,7863.0,4116.0,77962.0,6372.0,14156.0,755.0,0.0,28106.0,20555.0,0.0,1563.0,3606.0,125075.0,53844.0,9391.0,1320.0,342858.0,2595.0,540.0,0.0,2383.0,7091.0,15869.0,22422.0,1913.0,6903.0,1356.0,3629.0,2497.0,3882.0,0.0,1103.0,3738.0,25408.0,1305.0,11762.0,0.0,21.0,26819.0,0.0,0.0,14025.0,1179.0,1915.0,24634.0,9754.0,0.0,81.0,1102.0,14111.0,1992.0,14505.0,597.0
2016-06,24802.0,290.0,6371.0,5233.0,81628.0,5283.0,17183.0,1188.0,23.0,28462.0,16995.0,0.0,1743.0,4079.0,128545.0,61071.0,9899.0,890.0,340735.0,2088.0,763.0,0.0,2132.0,7045.0,15883.0,27062.0,1996.0,7958.0,1614.0,3890.0,2645.0,3728.0,0.0,1202.0,4257.0,26567.0,2462.0,13236.0,0.0,48.0,23639.0,0.0,0.0,12286.0,1155.0,2123.0,23267.0,19677.0,0.0,74.0,985.0,13202.0,1822.0,5459.0,509.0
2016-05,20092.0,253.0,6941.0,5452.0,91841.0,6924.0,15718.0,1255.0,57.0,27235.0,13787.0,0.0,1314.0,1139.0,91026.0,91807.0,10729.0,1006.0,305018.0,2376.0,568.0,0.0,2567.0,7114.0,18750.0,24146.0,1981.0,9606.0,1490.0,3394.0,2624.0,3719.0,0.0,1666.0,4053.0,25228.0,1319.0,14797.0,0.0,28.0,20806.0,0.0,0.0,11329.0,922.0,2564.0,25496.0,16748.0,0.0,84.0,943.0,12459.0,1939.0,6549.0,868.0
2016-04,20959.0,298.0,7230.0,5825.0,93023.0,8900.0,16609.0,848.0,11.0,27570.0,16847.0,0.0,1452.0,2400.0,117410.0,91355.0,12650.0,1392.0,285372.0,2192.0,656.0,0.0,3361.0,7414.0,24885.0,30337.0,1416.0,12050.0,1771.0,4353.0,2958.0,3602.0,0.0,1619.0,4181.0,27505.0,765.0,16083.0,0.0,24.0,24297.0,0.0,0.0,14347.0,1114.0,4151.0,38061.0,22419.0,0.0,59.0,415.0,34121.0,2323.0,8256.0,785.0
2016-03,27829.0,256.0,8078.0,7649.0,117206.0,11129.0,16727.0,690.0,5.0,34627.0,24301.0,0.0,1468.0,4411.0,132757.0,107510.0,20031.0,1857.0,294755.0,1937.0,704.0,0.0,3898.0,9327.0,30175.0,29378.0,1740.0,17076.0,2372.0,6108.0,3373.0,4769.0,0.0,1165.0,5302.0,34897.0,1208.0,19568.0,0.0,69.0,31577.0,0.0,0.0,17408.0,1448.0,2578.0,48497.0,21789.0,0.0,67.0,828.0,89199.0,3003.0,10344.0,700.0
2016-02,24746.0,284.0,4627.0,4167.0,134211.0,9004.0,14261.0,415.0,14.0,33181.0,24137.0,0.0,1419.0,4934.0,125089.0,170646.0,20356.0,1711.0,229733.0,2686.0,438.0,0.0,4039.0,7944.0,29353.0,25678.0,1171.0,13121.0,2279.0,6096.0,3288.0,4044.0,0.0,1576.0,4971.0,33753.0,761.0,16201.0,0.0,88.0,29651.0,0.0,0.0,12817.0,1627.0,12348.0,56900.0,12927.0,0.0,86.0,784.0,15736.0,3527.0,9420.0,551.0
2016-01,27242.0,192.0,3898.0,3670.0,127715.0,8431.0,14005.0,395.0,27.0,28458.0,30513.0,0.0,1379.0,4025.0,143606.0,183520.0,23600.0,1787.0,277415.0,2823.0,500.0,0.0,3458.0,8547.0,27885.0,27969.0,1442.0,11441.0,2240.0,8560.0,2386.0,5807.0,0.0,769.0,4535.0,33032.0,800.0,13836.0,0.0,45.0,33905.0,0.0,0.0,10212.0,1872.0,14485.0,36269.0,10485.0,0.0,73.0,524.0,19688.0,3378.0,9496.0,959.0
2015-12,31359.0,245.0,2940.0,4076.0,119166.0,3265.0,12190.0,297.0,16.0,25044.0,30391.0,0.0,1642.0,2338.0,122900.0,139460.0,19621.0,1349.0,258154.0,2023.0,360.0,0.0,2459.0,7297.0,30983.0,30209.0,1381.0,9228.0,1865.0,9569.0,2790.0,5546.0,0.0,621.0,3366.0,36332.0,580.0,13879.0,0.0,50.0,44433.0,0.0,0.0,7466.0,1569.0,10092.0,33163.0,12413.0,0.0,79.0,228.0,18190.0,3377.0,8126.0,512.0
2015-11,18870.0,209.0,2303.0,3298.0,98452.0,4144.0,9631.0,204.0,8.0,15907.0,14111.0,0.0,1248.0,1944.0,87190.0,81935.0,8785.0,894.0,264140.0,1945.0,299.0,0.0,1512.0,5214.0,16786.0,18939.0,618.0,5884.0,852.0,4258.0,1543.0,3630.0,0.0,829.0,2906.0,22469.0,453.0,9338.0,0.0,35.0,24136.0,0.0,0.0,7284.0,819.0,9509.0,21550.0,10429.0,0.0,93.0,622.0,10314.0,2217.0,5867.0,383.0
2015-10,21958.0,212.0,4502.0,4813.0,94134.0,3732.0,10222.0,218.0,4.0,17963.0,14406.0,0.0,1378.0,1982.0,63534.0,65285.0,7078.0,1175.0,250325.0,3099.0,376.0,0.0,1914.0,4960.0,16387.0,21361.0,789.0,6768.0,1077.0,3916.0,1667.0,3199.0,0.0,726.0,3803.0,23356.0,577.0,9017.0,0.0,47.0,20840.0,0.0,0.0,7517.0,766.0,8033.0,23495.0,11112.0,0.0,79.0,369.0,11387.0,2354.0,5158.0,700.0
2015-09,20999.0,184.0,4161.0,6286.0,64698.0,4151.0,9713.0,267.0,0.0,16270.0,14837.0,0.0,1267.0,1851.0,63566.0,53051.0,7036.0,1104.0,241368.0,2620.0,471.0,0.0,1140.0,4632.0,27076.0,19575.0,953.0,6212.0,967.0,3157.0,2204.0,2963.0,0.0,881.0,3639.0,23350.0,492.0,8942.0,0.0,94.0,18607.0,0.0,0.0,6630.0,708.0,15240.0,20733.0,14323.0,0.0,107.0,553.0,10517.0,2109.0,4610.0,484.0
2015-08,25643.0,236.0,4687.0,6794.0,59988.0,5851.0,9522.0,338.0,0.0,17140.0,14217.0,0.0,1173.0,1708.0,64498.0,35816.0,6064.0,1222.0,266788.0,1974.0,491.0,0.0,1202.0,4469.0,14223.0,18855.0,826.0,6121.0,897.0,3215.0,1550.0,3035.0,0.0,736.0,3074.0,21906.0,551.0,8706.0,0.0,15.0,19070.0,0.0,0.0,7084.0,684.0,9774.0,24521.0,12489.0,0.0,79.0,364.0,9054.0,2266.0,4398.0,638.0
2015-07,22960.0,171.0,4262.0,5128.0,67429.0,2727.0,10365.0,470.0,0.0,15769.0,15820.0,0.0,1155.0,1822.0,66883.0,26099.0,6577.0,1271.0,201788.0,1361.0,609.0,0.0,1620.0,4814.0,15819.0,16325.0,1036.0,6079.0,911.0,3055.0,1723.0,3059.0,0.0,783.0,2843.0,22174.0,804.0,8956.0,0.0,18.0,19538.0,0.0,0.0,8984.0,757.0,21886.0,21479.0,10691.0,0.0,126.0,624.0,8993.0,2262.0,4367.0,542.0
2015-06,16801.0,291.0,4728.0,3873.0,51944.0,4241.0,11856.0,436.0,0.0,15397.0,13230.0,0.0,1209.0,2849.0,53952.0,37734.0,5452.0,1415.0,225599.0,1253.0,626.0,0.0,1821.0,4456.0,14561.0,18144.0,729.0,6929.0,904.0,2903.0,2305.0,3609.0,0.0,640.0,3222.0,19637.0,808.0,9361.0,0.0,31.0,17846.0,0.0,0.0,6565.0,595.0,12888.0,21211.0,14428.0,0.0,75.0,504.0,7915.0,2003.0,4287.0,764.0
2015-05,15495.0,203.0,4719.0,4750.0,53467.0,4338.0,11817.0,748.0,0.0,13949.0,11956.0,0.0,1142.0,2533.0,47092.0,38129.0,5573.0,1829.0,255314.0,1805.0,548.0,0.0,1155.0,4692.0,16080.0,20670.0,669.0,6510.0,892.0,2841.0,2363.0,4144.0,0.0,732.0,2788.0,18448.0,500.0,10082.0,0.0,33.0,16899.0,0.0,0.0,6173.0,626.0,10582.0,21646.0,11653.0,0.0,101.0,846.0,8106.0,2272.0,4783.0,493.0
2015-04,17623.0,242.0,4046.0,4927.0,48166.0,5034.0,13294.0,546.0,0.0,16049.0,13765.0,0.0,1327.0,3119.0,88841.0,38811.0,8656.0,2574.0,234945.0,1599.0,0.0,0.0,1773.0,5865.0,17298.0,22700.0,876.0,7944.0,1148.0,3521.0,2604.0,3373.0,0.0,916.0,3186.0,22434.0,677.0,12671.0,0.0,20.0,21161.0,0.0,0.0,8009.0,720.0,13585.0,21605.0,13427.0,0.0,90.0,658.0,9867.0,3212.0,6576.0,559.0
2015-03,21726.0,255.0,4107.0,4650.0,126134.0,3710.0,13911.0,500.0,0.0,17066.0,18105.0,0.0,1344.0,3323.0,68243.0,44831.0,11320.0,2514.0,258825.0,1589.0,0.0,0.0,1800.0,5379.0,17994.0,27319.0,1167.0,9321.0,1266.0,4531.0,2226.0,3529.0,0.0,834.0,4253.0,27047.0,751.0,4378.0,0.0,97.0,24290.0,0.0,0.0,7695.0,1115.0,1967.0,23183.0,15127.0,0.0,84.0,389.0,11525.0,6320.0,7023.0,659.0
2015-02,16692.0,238.0,3728.0,3025.0,42920.0,4142.0,10345.0,104.0,0.0,16779.0,16436.0,0.0,1193.0,2841.0,48310.0,43228.0,13054.0,2233.0,167767.0,6327.0,0.0,0.0,1103.0,3811.0,14368.0,19155.0,771.0,7327.0,1109.0,4269.0,2021.0,2190.0,0.0,748.0,2886.0,24718.0,433.0,2.0,0.0,51.0,20284.0,0.0,0.0,6678.0,569.0,8703.0,17042.0,11420.0,0.0,102.0,492.0,10199.0,1692.0,5432.0,546.0
2015-01,16077.0,196.0,3690.0,3896.0,47134.0,3404.0,10699.0,392.0,0.0,13798.0,15535.0,0.0,1188.0,2719.0,63009.0,34934.0,9736.0,2300.0,298959.0,43.0,0.0,0.0,1623.0,4937.0,15459.0,20089.0,837.0,7340.0,943.0,3915.0,2061.0,2940.0,0.0,471.0,3923.0,23597.0,689.0,0.0,0.0,62.0,20519.0,0.0,0.0,6266.0,0.0,19362.0,18530.0,12100.0,0.0,67.0,379.0,10516.0,1450.0,4614.0,394.0
2014-12,16469.0,212.0,3892.0,3675.0,41907.0,4623.0,10560.0,226.0,0.0,12339.0,12759.0,0.0,1389.0,2545.0,101641.0,27509.0,8371.0,2328.0,259142.0,26.0,0.0,0.0,933.0,5009.0,13920.0,19221.0,607.0,6542.0,850.0,4142.0,2029.0,2938.0,0.0,825.0,2978.0,22263.0,408.0,0.0,0.0,67.0,20786.0,0.0,0.0,5846.0,1.0,11115.0,18336.0,12359.0,0.0,81.0,212.0,10625.0,1069.0,3724.0,363.0
2014-11,11509.0,250.0,3705.0,3982.0,48671.0,2807.0,9193.0,97.0,0.0,10477.0,9808.0,0.0,1078.0,2126.0,66164.0,96876.0,5596.0,1607.0,54751.0,4.0,0.0,0.0,886.0,4647.0,12590.0,16885.0,706.0,5189.0,663.0,3041.0,951.0,2484.0,0.0,623.0,3233.0,16716.0,361.0,0.0,0.0,52.0,16515.0,0.0,0.0,4590.0,2.0,8312.0,15978.0,9212.0,0.0,80.0,208.0,9260.0,780.0,4299.0,511.0
2014-10,15305.0,218.0,4094.0,4214.0,50300.0,4362.0,10783.0,128.0,0.0,14077.0,13571.0,0.0,1330.0,2888.0,70325.0,47593.0,6822.0,2200.0,6049.0,0.0,0.0,0.0,1285.0,5639.0,16955.0,18322.0,760.0,6337.0,1112.0,3741.0,1211.0,3392.0,0.0,971.0,3703.0,20331.0,463.0,0.0,0.0,25.0,22166.0,0.0,0.0,6472.0,8.0,7403.0,19667.0,9097.0,0.0,99.0,203.0,10635.0,1024.0,5280.0,541.0
2014-09,14261.0,217.0,4108.0,2787.0,48291.0,3266.0,10512.0,94.0,0.0,11525.0,11240.0,0.0,1153.0,2454.0,88071.0,6439.0,5545.0,1939.0,60765.0,0.0,0.0,0.0,1045.0,5455.0,16646.0,17953.0,818.0,5133.0,881.0,3191.0,1475.0,2897.0,0.0,1030.0,3488.0,17095.0,298.0,0.0,0.0,66.0,20044.0,0.0,0.0,5486.0,1.0,6139.0,16930.0,9956.0,0.0,100.0,109.0,8868.0,824.0,3991.0,627.0
2014-08,14823.0,190.0,6743.0,3028.0,45625.0,4055.0,7758.0,238.0,0.0,11081.0,11493.0,0.0,1130.0,2709.0,62282.0,7583.0,5476.0,1418.0,213126.0,0.0,0.0,0.0,960.0,5807.0,13597.0,17989.0,634.0,4586.0,835.0,2681.0,1400.0,2811.0,0.0,745.0,5904.0,16602.0,549.0,0.0,0.0,31.0,18353.0,0.0,0.0,6875.0,0.0,7569.0,16910.0,12958.0,0.0,119.0,0.0,7650.0,948.0,3164.0,575.0
2014-07,17430.0,237.0,4401.0,2834.0,40766.0,4049.0,6897.0,181.0,0.0,12265.0,13895.0,0.0,1291.0,2363.0,60504.0,7651.0,5737.0,1644.0,232847.0,0.0,0.0,0.0,1065.0,6138.0,14814.0,19088.0,573.0,4364.0,811.0,2271.0,1598.0,2668.0,0.0,718.0,9454.0,17153.0,774.0,0.0,0.0,7.0,18465.0,0.0,0.0,7170.0,7.0,7937.0,19340.0,14170.0,0.0,43.0,0.0,8973.0,873.0,3107.0,544.0
2014-06,15440.0,228.0,5140.0,3822.0,39245.0,3583.0,7260.0,194.0,0.0,13789.0,10963.0,0.0,1210.0,3254.0,87691.0,7644.0,6704.0,1582.0,199326.0,0.0,0.0,0.0,986.0,6951.0,14346.0,20821.0,547.0,3729.0,865.0,2226.0,2101.0,2691.0,0.0,795.0,6899.0,18553.0,636.0,0.0,0.0,39.0,16933.0,0.0,0.0,7923.0,2.0,7435.0,16019.0,17714.0,0.0,83.0,0.0,9081.0,785.0,3528.0,801.0
2014-05,16215.0,274.0,6529.0,6299.0,50964.0,5543.0,7632.0,301.0,0.0,18764.0,12827.0,0.0,1155.0,2327.0,64832.0,9559.0,6278.0,1675.0,214214.0,0.0,0.0,0.0,1199.0,6618.0,14896.0,18283.0,582.0,3880.0,956.0,2534.0,1779.0,3393.0,0.0,691.0,6387.0,20461.0,815.0,0.0,0.0,40.0,18372.0,0.0,0.0,8671.0,5.0,7199.0,17072.0,20462.0,0.0,82.0,0.0,12897.0,911.0,4159.0,931.0
2014-04,17498.0,345.0,5848.0,4526.0,58879.0,6343.0,13030.0,288.0,0.0,31586.0,15172.0,0.0,1597.0,3337.0,72734.0,12335.0,7746.0,2032.0,255799.0,0.0,0.0,0.0,1804.0,7412.0,16595.0,23552.0,785.0,5066.0,1312.0,3488.0,1999.0,4018.0,0.0,743.0,19290.0,44082.0,881.0,0.0,0.0,20.0,22034.0,0.0,0.0,6671.0,9.0,7903.0,18481.0,23149.0,0.0,77.0,0.0,18752.0,1150.0,5940.0,617.0
2014-03,21849.0,259.0,3704.0,4992.0,52153.0,4661.0,17496.0,334.0,0.0,32405.0,16042.0,0.0,1333.0,5538.0,102752.0,12438.0,9748.0,2493.0,257321.0,0.0,0.0,0.0,2843.0,9160.0,16900.0,25822.0,758.0,5224.0,1270.0,4128.0,2428.0,3631.0,0.0,715.0,7078.0,522188.0,583.0,0.0,0.0,106.0,25102.0,0.0,0.0,9518.0,8.0,7488.0,26007.0,14828.0,0.0,90.0,0.0,12531.0,1336.0,6122.0,523.0
